job_id,budget,task_id,method,seed,claimed_utc,committed_utc,init_request_utc,close_response_utc,claim_to_commit_seconds,post_close_acceptance_seconds,rollout_wall_seconds,initialization_wall_seconds,graph_seconds_included_in_rollout,candidate_oracle_attempts,initialization_oracle_attempts,surrogate_oracle_attempts,dft_episode_attempts,llm_calls,prompt_tokens,completion_tokens,rpc_attempts,tool_attempts,score_sentinels
budget-final-made-aa6d5d1f650c00591d6456ac,30,Ba-Nd-Ni-W,baseline,1,2026-09-17T20:53:40.287622+00:00,,2026-09-17T20:53:51.084860+00:00,2026-09-17T22:02:38.562704+00:00,,,4081.3111638268456,46.18105187872425,0,30,12,638,,65,86008,8978,130,65,35
budget-final-made-de4b07758928f3ec69fc5ba8,30,Ca-Fe-Gd-Pb-Tb,baseline,1,2026-09-18T01:16:16.396692+00:00,,2026-09-18T01:16:25.266376+00:00,2026-09-18T01:43:17.274274+00:00,,,1551.1495322808623,60.87455661594868,0,30,23,321,,54,78284,8250,108,54,3
budget-final-made-a6e4dac0bf2f5ff023d4600e,30,Ca-Pd-Sn-W,baseline,1,2026-09-17T21:11:22.561820+00:00,,2026-09-17T21:11:31.137886+00:00,2026-09-17T22:08:35.301706+00:00,,,3368.5268592201173,55.63335264008492,0,30,26,873,,86,111700,11131,172,86,
budget-final-made-9e1ea458840dddf355f8c735,30,Ca-Pd-Sn-W,esopt_graph_risk,1,2026-09-18T05:56:51.504277+00:00,,2026-09-18T05:57:02.268648+00:00,2026-09-18T07:18:25.906485+00:00,,,4822.468760652933,61.18943820288405,2918.611569015775,30,26,54,,80,139004,9234,106,53,
budget-final-made-b1ade687c701620d36bd740e,30,Cd-Gd-Mn-Na-Ta,baseline,1,2026-09-18T01:44:12.936347+00:00,,2026-09-18T01:44:18.624928+00:00,2026-09-18T02:38:33.933655+00:00,,,3207.931915964,47.37570460513234,0,30,17,489,,70,88028,10733,136,68,
budget-final-made-bddfff2e8be0e2e021389547,30,Cd-Li-Nd-Ti-W,baseline,1,2026-09-18T01:47:30.774478+00:00,,2026-09-18T01:47:41.309696+00:00,2026-09-18T02:57:51.052375+00:00,,,4169.1233206610195,40.63360027130693,0,30,21,476,,67,94113,8914,130,65,209
budget-final-made-b4d790d068ffda2c4c0b6d0e,30,Ce-Er-Pb-Rh,baseline,1,2026-09-17T22:03:59.453786+00:00,,2026-09-17T22:04:09.564089+00:00,2026-09-17T23:02:06.522475+00:00,,,3406.9021035959013,70.06190240988508,0,30,33,564,,68,103596,9674,134,67,429
budget-final-made-feba53f749cef504945566d0,30,Ce-Er-Pb-Rh,esopt_graph_risk,1,2026-09-18T06:04:28.152380+00:00,,2026-09-18T06:04:33.813955+00:00,2026-09-18T06:56:20.657650+00:00,,,3035.366787729785,71.4848652780056,1924.9897873764858,30,33,56,,61,93460,8942,100,50,28
budget-final-made-16b918b793239e8a99966f5b,30,Ce-Ir-Pt-Sn,baseline,1,2026-09-17T22:09:29.771155+00:00,,2026-09-17T22:09:34.858334+00:00,2026-09-17T22:45:03.659605+00:00,,,1932.042607977055,196.76199269574136,0,30,45,445,,72,98420,10273,142,71,183
budget-final-made-262660dfe20db2bf5f76fd1f,30,Co-Dy-Ta-Y,baseline,1,2026-09-17T22:46:03.060016+00:00,,2026-09-17T22:46:11.717307+00:00,2026-09-17T23:35:01.682683+00:00,,,2832.406490023248,97.56893498450518,0,30,32,567,,71,116459,10129,136,68,235
budget-final-made-c68456aaf690e4e9e5bab24e,30,Co-Dy-W,baseline,1,2026-09-17T17:09:28.606446+00:00,,2026-09-17T17:09:40.296355+00:00,2026-09-17T18:02:00.353141+00:00,,,3096.127388224937,43.95294971903786,0,30,11,449,,65,92092,8725,124,62,191
budget-final-made-cdab6d281c262ce6eaa95c04,30,Co-Dy-W,esopt_graph_risk,1,2026-09-17T20:32:46.116735+00:00,,2026-09-17T20:32:56.308884+00:00,2026-09-17T21:31:48.951417+00:00,,,3484.55597409606,48.13398959860206,2401.7616169415414,30,11,77,,66,116847,7681,108,54,36
budget-final-made-c3eb2f7011caf4b6e10457c7,30,Co-Hf-In-Ru-Tm,baseline,1,2026-09-18T02:39:38.808356+00:00,,2026-09-18T02:39:44.243969+00:00,2026-09-18T03:25:42.768232+00:00,,,2646.5694147730246,111.96680971328169,0,30,42,697,,70,87659,9579,136,68,16
budget-final-made-e1e84092306de12ec73ae8fb,30,Co-Hg-Mg-Sr-W,baseline,1,2026-09-18T02:58:57.890510+00:00,,2026-09-18T02:59:06.862990+00:00,2026-09-18T04:21:29.875605+00:00,,,4813.333440016955,129.6788066518493,0,30,78,691,,74,109002,9955,144,72,170
budget-final-made-57b95bfdfcf86615de0d6000,30,Co-Mg-Na,baseline,1,2026-09-17T17:35:41.888768+00:00,,2026-09-17T17:35:47.638880+00:00,2026-09-17T18:28:14.423468+00:00,,,3107.066925158724,39.71037085540593,0,30,13,1094,,95,131680,12147,192,96,
budget-final-made-60a93cb79b903b44c94c8108,30,Co-Mg-Na,esopt_graph_risk,1,2026-09-17T21:33:04.089308+00:00,,2026-09-17T21:33:12.456841+00:00,2026-09-17T22:32:24.903904+00:00,,,3506.027481984347,46.414399825036526,2295.6478729508817,30,13,86,,66,100310,8867,110,55,
budget-final-made-8f47284bf3a0ec57b02b8dd8,30,Co-Pd-Tl,baseline,1,2026-09-17T18:03:28.049900+00:00,,2026-09-17T18:03:38.401983+00:00,2026-09-17T19:00:59.931723+00:00,,,3403.728294869885,37.80257291533053,0,30,12,510,,81,143521,10670,160,80,122
budget-final-made-bfeeaafeaa530163bba4bd71,30,Co-Pd-Tl,esopt_graph_risk,1,2026-09-17T22:33:50.494451+00:00,,2026-09-17T22:34:00.682694+00:00,2026-09-17T23:50:40.713623+00:00,,,4556.1032479554415,43.956005189567804,2832.63699413836,30,12,318,,83,115301,10519,128,64,3
budget-final-made-e9a7da445d7240ef049e95a9,30,Cr-Fe-Lu-Pt-Sc,baseline,1,2026-09-18T03:26:43.275586+00:00,,2026-09-18T03:26:52.350879+00:00,2026-09-18T04:01:32.393810+00:00,,,2015.7697029365227,64.28584460262209,0,30,32,712,,68,152094,7991,134,67,
budget-final-made-06f81b4369ee9018526cd3b1,30,Dy-K-Pd-Sm,baseline,1,2026-09-17T23:03:24.667232+00:00,,2026-09-17T23:03:34.248884+00:00,2026-09-17T23:56:04.774522+00:00,,,3105.4768899129704,45.06235155882314,0,30,17,437,,66,87669,9503,128,64,
budget-final-made-82f6c7518cee0a7d9a7c0d28,30,Eu-Nb-Sn-Tl,baseline,1,2026-09-17T23:36:20.284738+00:00,,2026-09-17T23:36:29.549326+00:00,2026-09-18T00:23:35.898968+00:00,,,2785.990404859185,40.37057134695351,0,30,21,531,,64,86676,8191,130,65,16
budget-final-made-c7271a54a71297bd6edd144f,30,Ga-Ho-Lu,baseline,1,2026-09-17T18:29:12.337856+00:00,,2026-09-17T18:29:17.647761+00:00,2026-09-17T18:51:34.303978+00:00,,,1277.699074135162,58.94906272739172,0,30,20,214,,60,121089,8926,112,56,332
budget-final-made-918bd9462b0f8ade79ece0bc,30,Ga-Ho-Lu,esopt_graph_risk,1,2026-09-17T23:52:09.823982+00:00,,2026-09-17T23:52:19.426846+00:00,2026-09-18T01:00:53.484293+00:00,,,4044.6915138065815,69.37833700701594,2691.681722857058,30,20,31,,88,147125,10485,116,58,12
budget-final-made-bff71cb764d235df71da7a55,30,Ga-Pt-Tm,baseline,1,2026-09-17T18:52:44.674742+00:00,,2026-09-17T18:52:53.841563+00:00,2026-09-17T19:13:03.438389+00:00,,,1121.6476546218619,87.94606376904994,0,30,29,223,,53,111311,7247,104,52,107
budget-final-made-68c87be7a3b5e0b57321e69c,30,Ga-Pt-Tm,esopt_graph_risk,1,2026-09-18T01:02:14.011699+00:00,,2026-09-18T01:02:22.836649+00:00,2026-09-18T02:15:46.943573+00:00,,,4309.623308321461,94.50081694126129,3078.616315163672,30,29,,,76,140697,10312,106,53,
budget-final-made-96bc0fa4964476d79dfdca15,30,Hf-Ni-Zr,baseline,1,2026-09-17T19:02:21.983136+00:00,,2026-09-17T19:02:32.319191+00:00,2026-09-17T20:00:47.070845+00:00,,,3417.0224630762823,77.73393234005198,0,30,22,479,,69,95829,10308,130,65,714
budget-final-made-b4bdf78cadbefaabf1c3bc2f,30,Hf-Ni-Zr,esopt_graph_risk,1,2026-09-18T02:17:07.016187+00:00,,2026-09-18T02:17:16.425133+00:00,2026-09-18T03:26:36.172862+00:00,,,4081.150938887149,78.61875337734818,2475.3579107373953,30,22,90,,86,126615,12158,120,60,63
budget-final-made-1eb7afc5ad399f91ae53aef8,30,Ho-In-Mg-Pd-Zr,baseline,1,2026-09-18T04:02:37.487891+00:00,,2026-09-18T04:02:48.378192+00:00,2026-09-18T04:30:57.634462+00:00,,,1485.0568882888183,204.20633175224066,0,30,126,341,,74,116051,10247,148,74,168
budget-final-made-cadd08e961acf270bbe53218,30,Mg-Sn-Sr,baseline,1,2026-09-17T19:14:12.270884+00:00,,2026-09-17T19:14:21.116501+00:00,2026-09-17T19:41:31.466052+00:00,,,1451.4135357979685,178.94417968392372,0,30,96,217,,69,135558,9984,136,68,423
budget-final-made-d8dd53ba40cb0e54b6ca1e92,30,Mg-Sn-Sr,esopt_graph_risk,1,2026-09-18T03:28:05.207799+00:00,,2026-09-18T03:28:16.752120+00:00,2026-09-18T04:43:28.467308+00:00,,,4313.674435807392,198.0673931762576,2965.862332591787,30,96,,,78,139931,11139,108,54,
