family,NN_seed,calibration,policy_seed,bin,lower,upper,upper_inclusive,count,mean_predicted_no_HVI,observed_no_HVI_fraction
hidden,1729,calibrated,5102,4,0.4,0.5,False,2,0.411583736538887,1.0
hidden,1729,calibrated,5102,5,0.5,0.6,False,0,,
hidden,1729,calibrated,5102,6,0.6,0.7,False,1,0.6141010522842407,1.0
hidden,1729,calibrated,5102,7,0.7,0.8,False,4,0.7267915457487106,1.0
hidden,1729,calibrated,5102,8,0.8,0.9,False,0,,
hidden,1729,calibrated,5102,9,0.9,1.0,True,0,,
hidden,1729,calibrated,5103,0,0.0,0.1,False,0,,
hidden,1729,calibrated,5103,1,0.1,0.2,False,0,,
hidden,1729,calibrated,5103,2,0.2,0.3,False,0,,
hidden,1729,calibrated,5103,3,0.3,0.4,False,33,0.36804237329598627,0.9696969696969697
hidden,1729,calibrated,5103,4,0.4,0.5,False,6,0.43355676035086316,1.0
hidden,1729,calibrated,5103,5,0.5,0.6,False,1,0.5572426915168762,1.0
hidden,1729,calibrated,5103,6,0.6,0.7,False,1,0.6589663028717041,1.0
hidden,1729,calibrated,5103,7,0.7,0.8,False,4,0.7504293471574783,1.0
hidden,1729,calibrated,5103,8,0.8,0.9,False,0,,
hidden,1729,calibrated,5103,9,0.9,1.0,True,0,,
hidden,1729,calibrated,5104,0,0.0,0.1,False,0,,
hidden,1729,calibrated,5104,1,0.1,0.2,False,0,,
hidden,1729,calibrated,5104,2,0.2,0.3,False,0,,
hidden,1729,calibrated,5104,3,0.3,0.4,False,40,0.37382704243063924,1.0
hidden,1729,calibrated,5104,4,0.4,0.5,False,0,,
hidden,1729,calibrated,5104,5,0.5,0.6,False,3,0.563521146774292,0.6666666666666666
hidden,1729,calibrated,5104,6,0.6,0.7,False,0,,
hidden,1729,calibrated,5104,7,0.7,0.8,False,1,0.776127278804779,1.0
hidden,1729,calibrated,5104,8,0.8,0.9,False,1,0.8020093441009521,1.0
hidden,1729,calibrated,5104,9,0.9,1.0,True,0,,
hidden,1729,calibrated,5105,0,0.0,0.1,False,0,,
hidden,1729,calibrated,5105,1,0.1,0.2,False,0,,
hidden,1729,calibrated,5105,2,0.2,0.3,False,0,,
hidden,1729,calibrated,5105,3,0.3,0.4,False,35,0.365860698052815,1.0
hidden,1729,calibrated,5105,4,0.4,0.5,False,3,0.4296127160390218,1.0
hidden,1729,calibrated,5105,5,0.5,0.6,False,1,0.5493863821029663,1.0
hidden,1729,calibrated,5105,6,0.6,0.7,False,2,0.648144543170929,1.0
hidden,1729,calibrated,5105,7,0.7,0.8,False,2,0.7774630784988403,1.0
hidden,1729,calibrated,5105,8,0.8,0.9,False,1,0.8059589266777039,1.0
hidden,1729,calibrated,5105,9,0.9,1.0,True,0,,
hidden,1730,raw,all,0,0.0,0.1,False,0,,
hidden,1730,raw,all,1,0.1,0.2,False,33,0.18808202897057388,0.9393939393939394
hidden,1730,raw,all,2,0.2,0.3,False,145,0.231968047495546,0.9793103448275862
hidden,1730,raw,all,3,0.3,0.4,False,12,0.334403100113074,1.0
hidden,1730,raw,all,4,0.4,0.5,False,7,0.43578867827142986,1.0
hidden,1730,raw,all,5,0.5,0.6,False,2,0.5192937254905701,1.0
hidden,1730,raw,all,6,0.6,0.7,False,3,0.6399074792861938,0.6666666666666666
hidden,1730,raw,all,7,0.7,0.8,False,6,0.7458098530769348,1.0
hidden,1730,raw,all,8,0.8,0.9,False,12,0.8558228413263956,1.0
hidden,1730,raw,all,9,0.9,1.0,True,4,0.9075407981872559,1.0
hidden,1730,raw,5101,0,0.0,0.1,False,0,,
hidden,1730,raw,5101,1,0.1,0.2,False,6,0.19567996015151343,1.0
hidden,1730,raw,5101,2,0.2,0.3,False,34,0.23518738457385233,0.9705882352941176
hidden,1730,raw,5101,3,0.3,0.4,False,1,0.37957489490509033,1.0
hidden,1730,raw,5101,4,0.4,0.5,False,0,,
hidden,1730,raw,5101,5,0.5,0.6,False,1,0.5259543061256409,1.0
hidden,1730,raw,5101,6,0.6,0.7,False,0,,
hidden,1730,raw,5101,7,0.7,0.8,False,0,,
hidden,1730,raw,5101,8,0.8,0.9,False,1,0.8105555772781372,1.0
hidden,1730,raw,5101,9,0.9,1.0,True,2,0.9133415222167969,1.0
hidden,1730,raw,5102,0,0.0,0.1,False,0,,
hidden,1730,raw,5102,1,0.1,0.2,False,8,0.18975435011088848,0.875
hidden,1730,raw,5102,2,0.2,0.3,False,29,0.22609825432300568,0.9310344827586207
hidden,1730,raw,5102,3,0.3,0.4,False,2,0.33618098497390747,1.0
hidden,1730,raw,5102,4,0.4,0.5,False,1,0.41449934244155884,1.0
hidden,1730,raw,5102,5,0.5,0.6,False,0,,
hidden,1730,raw,5102,6,0.6,0.7,False,0,,
hidden,1730,raw,5102,7,0.7,0.8,False,1,0.7118463516235352,1.0
hidden,1730,raw,5102,8,0.8,0.9,False,4,0.8420175462961197,1.0
hidden,1730,raw,5102,9,0.9,1.0,True,0,,
hidden,1730,raw,5103,0,0.0,0.1,False,0,,
hidden,1730,raw,5103,1,0.1,0.2,False,11,0.18894810703667728,0.9090909090909091
hidden,1730,raw,5103,2,0.2,0.3,False,21,0.23229034386930011,1.0
hidden,1730,raw,5103,3,0.3,0.4,False,3,0.3507174750169118,1.0
hidden,1730,raw,5103,4,0.4,0.5,False,3,0.4505236546198527,1.0
hidden,1730,raw,5103,5,0.5,0.6,False,1,0.5126331448554993,1.0
hidden,1730,raw,5103,6,0.6,0.7,False,1,0.6555444002151489,1.0
hidden,1730,raw,5103,7,0.7,0.8,False,1,0.7751511335372925,1.0
hidden,1730,raw,5103,8,0.8,0.9,False,4,0.8590435683727264,1.0
hidden,1730,raw,5103,9,0.9,1.0,True,0,,
hidden,1730,raw,5104,0,0.0,0.1,False,0,,
hidden,1730,raw,5104,1,0.1,0.2,False,1,0.1933455616235733,1.0
hidden,1730,raw,5104,2,0.2,0.3,False,36,0.2334827503396405,1.0
hidden,1730,raw,5104,3,0.3,0.4,False,3,0.3125300606091817,1.0
hidden,1730,raw,5104,4,0.4,0.5,False,0,,
hidden,1730,raw,5104,5,0.5,0.6,False,0,,
hidden,1730,raw,5104,6,0.6,0.7,False,1,0.6012877821922302,0.0
hidden,1730,raw,5104,7,0.7,0.8,False,2,0.7265980541706085,1.0
hidden,1730,raw,5104,8,0.8,0.9,False,1,0.8897549510002136,1.0
hidden,1730,raw,5104,9,0.9,1.0,True,1,0.9027158617973328,1.0
hidden,1730,raw,5105,0,0.0,0.1,False,0,,
hidden,1730,raw,5105,1,0.1,0.2,False,7,0.1775453793151038,1.0
hidden,1730,raw,5105,2,0.2,0.3,False,25,0.23194680809974672,1.0
hidden,1730,raw,5105,3,0.3,0.4,False,3,0.3237192432085673,1.0
hidden,1730,raw,5105,4,0.4,0.5,False,3,0.42815014719963074,1.0
hidden,1730,raw,5105,5,0.5,0.6,False,0,,
hidden,1730,raw,5105,6,0.6,0.7,False,1,0.6628902554512024,1.0
hidden,1730,raw,5105,7,0.7,0.8,False,2,0.7673327624797821,1.0
hidden,1730,raw,5105,8,0.8,0.9,False,2,0.8826595544815063,1.0
hidden,1730,raw,5105,9,0.9,1.0,True,1,0.9007642865180969,1.0
hidden,1730,calibrated,all,0,0.0,0.1,False,0,,
hidden,1730,calibrated,all,1,0.1,0.2,False,4,0.18265331909060478,1.0
hidden,1730,calibrated,all,2,0.2,0.3,False,165,0.2431439052928578,0.9757575757575757
hidden,1730,calibrated,all,3,0.3,0.4,False,21,0.33150404549780343,0.9523809523809523
hidden,1730,calibrated,all,4,0.4,0.5,False,7,0.44187943850244793,1.0
hidden,1730,calibrated,all,5,0.5,0.6,False,3,0.5422261555989584,0.6666666666666666
hidden,1730,calibrated,all,6,0.6,0.7,False,3,0.6611323555310568,1.0
hidden,1730,calibrated,all,7,0.7,0.8,False,6,0.741596649090449,1.0
hidden,1730,calibrated,all,8,0.8,0.9,False,14,0.8471607651029315,1.0
hidden,1730,calibrated,all,9,0.9,1.0,True,1,0.9063112735748291,1.0
hidden,1730,calibrated,5101,0,0.0,0.1,False,0,,
hidden,1730,calibrated,5101,1,0.1,0.2,False,0,,
hidden,1730,calibrated,5101,2,0.2,0.3,False,38,0.24693909130598368,0.9736842105263158
hidden,1730,calibrated,5101,3,0.3,0.4,False,3,0.33983397483825684,1.0
hidden,1730,calibrated,5101,4,0.4,0.5,False,0,,
hidden,1730,calibrated,5101,5,0.5,0.6,False,1,0.5234656929969788,1.0
hidden,1730,calibrated,5101,6,0.6,0.7,False,0,,
hidden,1730,calibrated,5101,7,0.7,0.8,False,1,0.788186252117157,1.0
hidden,1730,calibrated,5101,8,0.8,0.9,False,1,0.8812718391418457,1.0
hidden,1730,calibrated,5101,9,0.9,1.0,True,1,0.9063112735748291,1.0
hidden,1730,calibrated,5102,0,0.0,0.1,False,0,,
hidden,1730,calibrated,5102,1,0.1,0.2,False,0,,
hidden,1730,calibrated,5102,2,0.2,0.3,False,36,0.23763478216197756,0.9444444444444444
hidden,1730,calibrated,5102,3,0.3,0.4,False,3,0.3389005462328593,0.6666666666666666
hidden,1730,calibrated,5102,4,0.4,0.5,False,1,0.42257142066955566,1.0
hidden,1730,calibrated,5102,5,0.5,0.6,False,0,,
hidden,1730,calibrated,5102,6,0.6,0.7,False,1,0.6937091946601868,1.0
hidden,1730,calibrated,5102,7,0.7,0.8,False,0,,
hidden,1730,calibrated,5102,8,0.8,0.9,False,4,0.8195115476846695,1.0
hidden,1730,calibrated,5102,9,0.9,1.0,True,0,,
hidden,1730,calibrated,5103,0,0.0,0.1,False,0,,
hidden,1730,calibrated,5103,1,0.1,0.2,False,1,0.19303186237812042,1.0
hidden,1730,calibrated,5103,2,0.2,0.3,False,30,0.2380203574895859,0.9666666666666667
hidden,1730,calibrated,5103,3,0.3,0.4,False,4,0.35024068504571915,1.0
hidden,1730,calibrated,5103,4,0.4,0.5,False,3,0.4552432994047801,1.0
hidden,1730,calibrated,5103,5,0.5,0.6,False,1,0.5114204287528992,1.0
hidden,1730,calibrated,5103,6,0.6,0.7,False,1,0.6414591073989868,1.0
hidden,1730,calibrated,5103,7,0.7,0.8,False,1,0.7537614107131958,1.0
hidden,1730,calibrated,5103,8,0.8,0.9,False,4,0.836979016661644,1.0
hidden,1730,calibrated,5103,9,0.9,1.0,True,0,,
hidden,1730,calibrated,5104,0,0.0,0.1,False,0,,
hidden,1730,calibrated,5104,1,0.1,0.2,False,0,,
hidden,1730,calibrated,5104,2,0.2,0.3,False,34,0.24870745092630386,1.0
hidden,1730,calibrated,5104,3,0.3,0.4,False,6,0.3174983263015747,1.0
hidden,1730,calibrated,5104,4,0.4,0.5,False,0,,
hidden,1730,calibrated,5104,5,0.5,0.6,False,1,0.5917923450469971,0.0
hidden,1730,calibrated,5104,6,0.6,0.7,False,0,,
hidden,1730,calibrated,5104,7,0.7,0.8,False,2,0.7075652480125427,1.0
hidden,1730,calibrated,5104,8,0.8,0.9,False,2,0.8753672540187836,1.0
hidden,1730,calibrated,5104,9,0.9,1.0,True,0,,
hidden,1730,calibrated,5105,0,0.0,0.1,False,0,,
hidden,1730,calibrated,5105,1,0.1,0.2,False,3,0.1791938046614329,1.0
hidden,1730,calibrated,5105,2,0.2,0.3,False,27,0.2438349144326316,1.0
hidden,1730,calibrated,5105,3,0.3,0.4,False,5,0.3238857388496399,1.0
hidden,1730,calibrated,5105,4,0.4,0.5,False,3,0.43495158354441327,1.0
hidden,1730,calibrated,5105,5,0.5,0.6,False,0,,
hidden,1730,calibrated,5105,6,0.6,0.7,False,1,0.6482287645339966,1.0
hidden,1730,calibrated,5105,7,0.7,0.8,False,2,0.7462508678436279,1.0
hidden,1730,calibrated,5105,8,0.8,0.9,False,3,0.8674273689587911,1.0
hidden,1730,calibrated,5105,9,0.9,1.0,True,0,,
hidden,1731,raw,all,0,0.0,0.1,False,0,,
hidden,1731,raw,all,1,0.1,0.2,False,4,0.17591040581464767,1.0
hidden,1731,raw,all,2,0.2,0.3,False,164,0.24970849585242388,0.9634146341463414
hidden,1731,raw,all,3,0.3,0.4,False,28,0.3324928262404033,1.0
hidden,1731,raw,all,4,0.4,0.5,False,8,0.4295659437775612,1.0
hidden,1731,raw,all,5,0.5,0.6,False,9,0.568236231803894,1.0
hidden,1731,raw,all,6,0.6,0.7,False,4,0.6725335270166397,1.0
hidden,1731,raw,all,7,0.7,0.8,False,6,0.7479143540064493,1.0
hidden,1731,raw,all,8,0.8,0.9,False,1,0.8571857810020447,1.0
hidden,1731,raw,all,9,0.9,1.0,True,0,,
hidden,1731,raw,5101,0,0.0,0.1,False,0,,
hidden,1731,raw,5101,1,0.1,0.2,False,0,,
hidden,1731,raw,5101,2,0.2,0.3,False,38,0.25529808747140986,0.9736842105263158
hidden,1731,raw,5101,3,0.3,0.4,False,4,0.3240172639489174,1.0
hidden,1731,raw,5101,4,0.4,0.5,False,0,,
hidden,1731,raw,5101,5,0.5,0.6,False,1,0.562413215637207,1.0
hidden,1731,raw,5101,6,0.6,0.7,False,0,,
hidden,1731,raw,5101,7,0.7,0.8,False,1,0.7679629325866699,1.0
hidden,1731,raw,5101,8,0.8,0.9,False,1,0.8571857810020447,1.0
hidden,1731,raw,5101,9,0.9,1.0,True,0,,
hidden,1731,raw,5102,0,0.0,0.1,False,0,,
hidden,1731,raw,5102,1,0.1,0.2,False,0,,
hidden,1731,raw,5102,2,0.2,0.3,False,38,0.24701815098524094,0.9210526315789473
hidden,1731,raw,5102,3,0.3,0.4,False,2,0.3085874319076538,1.0
hidden,1731,raw,5102,4,0.4,0.5,False,1,0.4397379457950592,1.0
hidden,1731,raw,5102,5,0.5,0.6,False,3,0.5785300731658936,1.0
hidden,1731,raw,5102,6,0.6,0.7,False,1,0.6526437997817993,1.0
hidden,1731,raw,5102,7,0.7,0.8,False,0,,
hidden,1731,raw,5102,8,0.8,0.9,False,0,,
hidden,1731,raw,5102,9,0.9,1.0,True,0,,
hidden,1731,raw,5103,0,0.0,0.1,False,0,,
hidden,1731,raw,5103,1,0.1,0.2,False,0,,
hidden,1731,raw,5103,2,0.2,0.3,False,29,0.24332472065399433,0.9655172413793104
hidden,1731,raw,5103,3,0.3,0.4,False,6,0.3373546600341797,1.0
hidden,1731,raw,5103,4,0.4,0.5,False,3,0.416336456934611,1.0
hidden,1731,raw,5103,5,0.5,0.6,False,4,0.5663950741291046,1.0
hidden,1731,raw,5103,6,0.6,0.7,False,2,0.6802649199962616,1.0
hidden,1731,raw,5103,7,0.7,0.8,False,1,0.7715146541595459,1.0
hidden,1731,raw,5103,8,0.8,0.9,False,0,,
hidden,1731,raw,5103,9,0.9,1.0,True,0,,
hidden,1731,raw,5104,0,0.0,0.1,False,0,,
hidden,1731,raw,5104,1,0.1,0.2,False,0,,
hidden,1731,raw,5104,2,0.2,0.3,False,31,0.25303773726186446,0.967741935483871
hidden,1731,raw,5104,3,0.3,0.4,False,11,0.3389465863054449,1.0
hidden,1731,raw,5104,4,0.4,0.5,False,1,0.4225645065307617,1.0
hidden,1731,raw,5104,5,0.5,0.6,False,0,,
hidden,1731,raw,5104,6,0.6,0.7,False,1,0.6769604682922363,1.0
hidden,1731,raw,5104,7,0.7,0.8,False,1,0.7597427368164062,1.0
hidden,1731,raw,5104,8,0.8,0.9,False,0,,
hidden,1731,raw,5104,9,0.9,1.0,True,0,,
hidden,1731,raw,5105,0,0.0,0.1,False,0,,
hidden,1731,raw,5105,1,0.1,0.2,False,4,0.17591040581464767,1.0
hidden,1731,raw,5105,2,0.2,0.3,False,28,0.24869962515575544,1.0
hidden,1731,raw,5105,3,0.3,0.4,False,5,0.3288029611110687,1.0
hidden,1731,raw,5105,4,0.4,0.5,False,3,0.4417385756969452,1.0
hidden,1731,raw,5105,5,0.5,0.6,False,1,0.5505423545837402,1.0
hidden,1731,raw,5105,6,0.6,0.7,False,0,,
hidden,1731,raw,5105,7,0.7,0.8,False,3,0.7294219334920248,1.0
hidden,1731,raw,5105,8,0.8,0.9,False,0,,
hidden,1731,raw,5105,9,0.9,1.0,True,0,,
hidden,1731,calibrated,all,0,0.0,0.1,False,0,,
hidden,1731,calibrated,all,1,0.1,0.2,False,1,0.1976780891418457,1.0
hidden,1731,calibrated,all,2,0.2,0.3,False,134,0.2757317658458183,0.9626865671641791
hidden,1731,calibrated,all,3,0.3,0.4,False,59,0.3306427315130072,0.9830508474576272
hidden,1731,calibrated,all,4,0.4,0.5,False,10,0.43489126563072206,1.0
hidden,1731,calibrated,all,5,0.5,0.6,False,9,0.5574017961819967,1.0
hidden,1731,calibrated,all,6,0.6,0.7,False,6,0.6560755968093872,1.0
hidden,1731,calibrated,all,7,0.7,0.8,False,4,0.7332034856081009,1.0
hidden,1731,calibrated,all,8,0.8,0.9,False,1,0.8181406259536743,1.0
hidden,1731,calibrated,all,9,0.9,1.0,True,0,,
hidden,1731,calibrated,5101,0,0.0,0.1,False,0,,
hidden,1731,calibrated,5101,1,0.1,0.2,False,0,,
hidden,1731,calibrated,5101,2,0.2,0.3,False,27,0.2797087717939306,0.9629629629629629
hidden,1731,calibrated,5101,3,0.3,0.4,False,15,0.32277642488479613,1.0
hidden,1731,calibrated,5101,4,0.4,0.5,False,0,,
hidden,1731,calibrated,5101,5,0.5,0.6,False,1,0.5524532198905945,1.0
hidden,1731,calibrated,5101,6,0.6,0.7,False,0,,
hidden,1731,calibrated,5101,7,0.7,0.8,False,1,0.731903076171875,1.0
hidden,1731,calibrated,5101,8,0.8,0.9,False,1,0.8181406259536743,1.0
hidden,1731,calibrated,5101,9,0.9,1.0,True,0,,
hidden,1731,calibrated,5102,0,0.0,0.1,False,0,,
hidden,1731,calibrated,5102,1,0.1,0.2,False,0,,
hidden,1731,calibrated,5102,2,0.2,0.3,False,32,0.275069372728467,0.90625
hidden,1731,calibrated,5102,3,0.3,0.4,False,8,0.3219597823917866,1.0
hidden,1731,calibrated,5102,4,0.4,0.5,False,1,0.4493599236011505,1.0
hidden,1731,calibrated,5102,5,0.5,0.6,False,3,0.5660827159881592,1.0
hidden,1731,calibrated,5102,6,0.6,0.7,False,1,0.6293008923530579,1.0
hidden,1731,calibrated,5102,7,0.7,0.8,False,0,,
hidden,1731,calibrated,5102,8,0.8,0.9,False,0,,
hidden,1731,calibrated,5102,9,0.9,1.0,True,0,,
hidden,1731,calibrated,5103,0,0.0,0.1,False,0,,
hidden,1731,calibrated,5103,1,0.1,0.2,False,0,,
hidden,1731,calibrated,5103,2,0.2,0.3,False,25,0.2730245363712311,0.96
hidden,1731,calibrated,5103,3,0.3,0.4,False,10,0.3417328536510468,1.0
hidden,1731,calibrated,5103,4,0.4,0.5,False,3,0.4295956989129384,1.0
hidden,1731,calibrated,5103,5,0.5,0.6,False,4,0.5558651685714722,1.0
hidden,1731,calibrated,5103,6,0.6,0.7,False,2,0.6532939076423645,1.0
hidden,1731,calibrated,5103,7,0.7,0.8,False,1,0.7351897358894348,1.0
hidden,1731,calibrated,5103,8,0.8,0.9,False,0,,
hidden,1731,calibrated,5103,9,0.9,1.0,True,0,,
hidden,1731,calibrated,5104,0,0.0,0.1,False,0,,
hidden,1731,calibrated,5104,1,0.1,0.2,False,0,,
hidden,1731,calibrated,5104,2,0.2,0.3,False,24,0.28074827169378597,1.0
hidden,1731,calibrated,5104,3,0.3,0.4,False,16,0.33366592042148113,0.9375
hidden,1731,calibrated,5104,4,0.4,0.5,False,3,0.41924307743708294,1.0
hidden,1731,calibrated,5104,5,0.5,0.6,False,0,,
hidden,1731,calibrated,5104,6,0.6,0.7,False,1,0.6504039168357849,1.0
hidden,1731,calibrated,5104,7,0.7,0.8,False,1,0.7243327498435974,1.0
hidden,1731,calibrated,5104,8,0.8,0.9,False,0,,
hidden,1731,calibrated,5104,9,0.9,1.0,True,0,,
hidden,1731,calibrated,5105,0,0.0,0.1,False,0,,
hidden,1731,calibrated,5105,1,0.1,0.2,False,1,0.1976780891418457,1.0
hidden,1731,calibrated,5105,2,0.2,0.3,False,26,0.270389535679267,1.0
hidden,1731,calibrated,5105,3,0.3,0.4,False,10,0.3334613263607025,1.0
hidden,1731,calibrated,5105,4,0.4,0.5,False,3,0.45101213455200195,1.0
hidden,1731,calibrated,5105,5,0.5,0.6,False,1,0.5424541234970093,1.0
hidden,1731,calibrated,5105,6,0.6,0.7,False,2,0.6750804781913757,1.0
hidden,1731,calibrated,5105,7,0.7,0.8,False,1,0.7413883805274963,1.0
hidden,1731,calibrated,5105,8,0.8,0.9,False,0,,
hidden,1731,calibrated,5105,9,0.9,1.0,True,0,,
graph,1729,raw,all,0,0.0,0.1,False,0,,
graph,1729,raw,all,1,0.1,0.2,False,0,,
graph,1729,raw,all,2,0.2,0.3,False,0,,
graph,1729,raw,all,3,0.3,0.4,False,0,,
graph,1729,raw,all,4,0.4,0.5,False,0,,
graph,1729,raw,all,5,0.5,0.6,False,0,,
graph,1729,raw,all,6,0.6,0.7,False,10,0.6394746124744415,1.0
graph,1729,raw,all,7,0.7,0.8,False,30,0.7567198197046916,1.0
graph,1729,raw,all,8,0.8,0.9,False,30,0.8433186749617259,1.0
graph,1729,raw,all,9,0.9,1.0,True,154,0.9785929689933728,0.961038961038961
graph,1729,raw,5101,0,0.0,0.1,False,0,,
graph,1729,raw,5101,1,0.1,0.2,False,0,,
graph,1729,raw,5101,2,0.2,0.3,False,0,,
graph,1729,raw,5101,3,0.3,0.4,False,0,,
graph,1729,raw,5101,4,0.4,0.5,False,0,,
graph,1729,raw,5101,5,0.5,0.6,False,0,,
graph,1729,raw,5101,6,0.6,0.7,False,2,0.6505713164806366,1.0
graph,1729,raw,5101,7,0.7,0.8,False,7,0.7613704374858311,1.0
graph,1729,raw,5101,8,0.8,0.9,False,5,0.8534013152122497,1.0
graph,1729,raw,5101,9,0.9,1.0,True,31,0.9798374272161915,0.967741935483871
graph,1729,raw,5102,0,0.0,0.1,False,0,,
graph,1729,raw,5102,1,0.1,0.2,False,0,,
graph,1729,raw,5102,2,0.2,0.3,False,0,,
graph,1729,raw,5102,3,0.3,0.4,False,0,,
graph,1729,raw,5102,4,0.4,0.5,False,0,,
graph,1729,raw,5102,5,0.5,0.6,False,0,,
graph,1729,raw,5102,6,0.6,0.7,False,2,0.6558282971382141,1.0
graph,1729,raw,5102,7,0.7,0.8,False,5,0.7630052924156189,1.0
graph,1729,raw,5102,8,0.8,0.9,False,4,0.8493168354034424,1.0
graph,1729,raw,5102,9,0.9,1.0,True,34,0.9796247201807359,0.9117647058823529
graph,1729,raw,5103,0,0.0,0.1,False,0,,
graph,1729,raw,5103,1,0.1,0.2,False,0,,
graph,1729,raw,5103,2,0.2,0.3,False,0,,
graph,1729,raw,5103,3,0.3,0.4,False,0,,
graph,1729,raw,5103,4,0.4,0.5,False,0,,
graph,1729,raw,5103,5,0.5,0.6,False,0,,
graph,1729,raw,5103,6,0.6,0.7,False,2,0.6494115591049194,1.0
graph,1729,raw,5103,7,0.7,0.8,False,3,0.7588270703951517,1.0
graph,1729,raw,5103,8,0.8,0.9,False,7,0.8535405312265668,1.0
graph,1729,raw,5103,9,0.9,1.0,True,33,0.9817590785749031,0.9696969696969697
graph,1729,raw,5104,0,0.0,0.1,False,0,,
graph,1729,raw,5104,1,0.1,0.2,False,0,,
graph,1729,raw,5104,2,0.2,0.3,False,0,,
graph,1729,raw,5104,3,0.3,0.4,False,0,,
graph,1729,raw,5104,4,0.4,0.5,False,0,,
graph,1729,raw,5104,5,0.5,0.6,False,0,,
graph,1729,raw,5104,6,0.6,0.7,False,2,0.6113865375518799,1.0
graph,1729,raw,5104,7,0.7,0.8,False,7,0.7499525206429618,1.0
graph,1729,raw,5104,8,0.8,0.9,False,8,0.8346107825636864,1.0
graph,1729,raw,5104,9,0.9,1.0,True,28,0.9702707231044769,0.9642857142857143
graph,1729,raw,5105,0,0.0,0.1,False,0,,
graph,1729,raw,5105,1,0.1,0.2,False,0,,
graph,1729,raw,5105,2,0.2,0.3,False,0,,
graph,1729,raw,5105,3,0.3,0.4,False,0,,
graph,1729,raw,5105,4,0.4,0.5,False,0,,
graph,1729,raw,5105,5,0.5,0.6,False,0,,
graph,1729,raw,5105,6,0.6,0.7,False,2,0.6301753520965576,1.0
graph,1729,raw,5105,7,0.7,0.8,False,8,0.7538532763719559,1.0
graph,1729,raw,5105,8,0.8,0.9,False,6,0.8306027253468832,1.0
graph,1729,raw,5105,9,0.9,1.0,True,28,0.9805530948298318,1.0
graph,1729,calibrated,all,0,0.0,0.1,False,0,,
graph,1729,calibrated,all,1,0.1,0.2,False,0,,
graph,1729,calibrated,all,2,0.2,0.3,False,0,,
graph,1729,calibrated,all,3,0.3,0.4,False,0,,
graph,1729,calibrated,all,4,0.4,0.5,False,0,,
graph,1729,calibrated,all,5,0.5,0.6,False,0,,
graph,1729,calibrated,all,6,0.6,0.7,False,10,0.6468571543693542,1.0
graph,1729,calibrated,all,7,0.7,0.8,False,25,0.7613323307037354,1.0
graph,1729,calibrated,all,8,0.8,0.9,False,32,0.8423139601945877,1.0
graph,1729,calibrated,all,9,0.9,1.0,True,157,0.980445673131639,0.9617834394904459
graph,1729,calibrated,5101,0,0.0,0.1,False,0,,
graph,1729,calibrated,5101,1,0.1,0.2,False,0,,
graph,1729,calibrated,5101,2,0.2,0.3,False,0,,
graph,1729,calibrated,5101,3,0.3,0.4,False,0,,
graph,1729,calibrated,5101,4,0.4,0.5,False,0,,
graph,1729,calibrated,5101,5,0.5,0.6,False,0,,
graph,1729,calibrated,5101,6,0.6,0.7,False,2,0.6584348976612091,1.0
graph,1729,calibrated,5101,7,0.7,0.8,False,5,0.7617990732192993,1.0
graph,1729,calibrated,5101,8,0.8,0.9,False,6,0.8364970684051514,1.0
graph,1729,calibrated,5101,9,0.9,1.0,True,32,0.9807184487581253,0.96875
graph,1729,calibrated,5102,0,0.0,0.1,False,0,,
graph,1729,calibrated,5102,1,0.1,0.2,False,0,,
graph,1729,calibrated,5102,2,0.2,0.3,False,0,,
graph,1729,calibrated,5102,3,0.3,0.4,False,0,,
graph,1729,calibrated,5102,4,0.4,0.5,False,0,,
graph,1729,calibrated,5102,5,0.5,0.6,False,0,,
graph,1729,calibrated,5102,6,0.6,0.7,False,2,0.6639338433742523,1.0
graph,1729,calibrated,5102,7,0.7,0.8,False,3,0.7556222081184387,1.0
graph,1729,calibrated,5102,8,0.8,0.9,False,5,0.8290211200714112,1.0
graph,1729,calibrated,5102,9,0.9,1.0,True,35,0.9806541102273124,0.9142857142857143
graph,1729,calibrated,5103,0,0.0,0.1,False,0,,
graph,1729,calibrated,5103,1,0.1,0.2,False,0,,
graph,1729,calibrated,5103,2,0.2,0.3,False,0,,
graph,1729,calibrated,5103,3,0.3,0.4,False,0,,
graph,1729,calibrated,5103,4,0.4,0.5,False,0,,
graph,1729,calibrated,5103,5,0.5,0.6,False,0,,
graph,1729,calibrated,5103,6,0.6,0.7,False,2,0.6573001742362976,1.0
graph,1729,calibrated,5103,7,0.7,0.8,False,3,0.7703845500946045,1.0
graph,1729,calibrated,5103,8,0.8,0.9,False,6,0.8590492010116577,1.0
graph,1729,calibrated,5103,9,0.9,1.0,True,34,0.9823703222415027,0.9705882352941176
graph,1729,calibrated,5104,0,0.0,0.1,False,0,,
graph,1729,calibrated,5104,1,0.1,0.2,False,0,,
graph,1729,calibrated,5104,2,0.2,0.3,False,0,,
graph,1729,calibrated,5104,3,0.3,0.4,False,0,,
graph,1729,calibrated,5104,4,0.4,0.5,False,0,,
graph,1729,calibrated,5104,5,0.5,0.6,False,0,,
graph,1729,calibrated,5104,6,0.6,0.7,False,2,0.6174566447734833,1.0
graph,1729,calibrated,5104,7,0.7,0.8,False,7,0.761338642665318,1.0
graph,1729,calibrated,5104,8,0.8,0.9,False,8,0.8467624858021736,1.0
