task_id,budget,arm_minus_baseline,metric,paired_seeds,missing_paired_seeds,coverage,n,mean,sample_variance_ddof1,SD
Ca-Fe-Gd-Pb-Tb,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,30,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,30,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,30,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Li-V,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-V-Zn,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-K-Tb,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-W,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Mg-Na,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Pd-Tl,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Ho-Lu,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ga-Pt-Tm,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Hf-Ni-Zr,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Mg-Sn-Sr,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Cr-Cs-Dy,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Au-Tb-V-Y,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Be-Hf-Li,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ba-Nd-Ni-W,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Pd-Sn-W,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Er-Pb-Rh,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ce-Ir-Pt-Sn,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Dy-Ta-Y,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Dy-K-Pd-Sm,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Eu-Nb-Sn-Tl,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ag-Nd-Pd-Pt-Tb,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Hg-K-Mg-W,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Al-Lu-Pt-Rb-Sm,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ca-Fe-Gd-Pb-Tb,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Gd-Mn-Na-Ta,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cd-Li-Nd-Ti-W,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hf-In-Ru-Tm,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Co-Hg-Mg-Sr-W,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Cr-Fe-Lu-Pt-Sc,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,50,full_support_aware,SUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,50,full_support_aware,mSUN,,2;3;4,partial_fewer_than_three_seeds,0,,,
Ho-In-Mg-Pd-Zr,50,full_support_aware,AUDC,,2;3;4,partial_fewer_than_three_seeds,0,,,
